,Iterations,Fitness,Time,State,runner_name,current_restart,Restarts
11,2,29208.0,0.0027233790000007474,"[13  1  5  4 23 15 24 20 12 18 19 24 23  7 23  2  2 16 12 22 20  0 23  2
 24 15 14 23  1 19 18  4 18 15 13 21 20 14 10  7 14 12 19  3  1 21 21 11
 20  1  2 16  2  4  2  4  7  5  2 12  1  9 12  8  9 10 13  4 16  9  7 20
  3  4  1 18 11 19 21 20 19 17  8  2 15  9 12 21 24  2 23  8 15  4  3  1
  9  7  1  3]",RHC,0,5
12,4,29273.0,0.01412016100000102,"[13  1  5  4 23 15 24 20 12 18 19 24 23  7 23  2  2 16 12 22 20  0 23  2
 24 15 14 23  1 19 18  4 18 15 13 21 20 14 10  7 14 12 19  3  6 21 21 11
 20  1  2 16  2  4  2  4  7  5  2 12  1  9 12  8  9 10 13  4 16  9  7 20
  3  4  1 18 11 19 21 20 19 17  8  2 15  9 12 21 24  2 23  8 15  4  3  1
  9  7  1  3]",RHC,0,5
13,8,29478.0,0.02505688699999986,"[13  1  5  4 23 15 24 20 12 18 19 24 23  7 23  2  2 16 12 22 20  0 23  2
 24 15 14 23  1 19 18  4 18 15 13 21 20 14 10  7 14 12 19  3  6 21 21 11
 20  1  2 16  2  4  2  4  7  5  2 12  1  9 12  8  9 10 13  4 16  9  7 20
  3  4  1 18 11 19 21 20 19 17  8  2 15  9 12 21 24  2 23  8 15  4  8  1
  9  7  1  3]",RHC,0,5
14,16,30581.0,0.04094953200000084,"[13  1  5  4 23 15 24 20 12 18 19 24 23 19 23 12  2 16 12 22 20  0 23  2
 24 15 14 23  1 19 18  4 18 15 13 21 20 14 10  7 14 12 19 22  6 21 21 11
 20  1  2 16  2  4  2  4  7 17  2 12  1  9 12  8  9 10 13  4 16  9  7 20
  3  4  1 18 23 19 21 20 19 17  8  2 15  9 12 21 24  2 23  8 15  4  8  1
  9  7  1  3]",RHC,0,5
15,32,31359.0,0.06609100600000062,"[13  1  5  4 23 15 24 20 12 18 19 24 23 19 23 12  2 16 12 22 20  0 23  2
 24 15 14 23  1 20 18  4 18 15 13 21 20 14 10  7 14 12 19 22  6 21 21 11
 20  1  2 16  2  4  2 13  7 17  2 12  1  9 12 21  9 10 13  4 16  9  7 20
  3  4  1 18 23 19 21 20 19 17  8  2 15 17 12 21 24  2 23  8 15  4  8  1
  9  7  1  3]",RHC,0,5
16,64,34442.0,0.09716850900000118,"[13 24  5  4 23 15 24 20 12 18 19 24 23 19 23 12 12 16 12 22 20  0 24 23
 24 19 14 23  1 20 18  4 18 19 13 21 20 14 10  7 14 12 19 22  6 21 21 11
 20  1  2 16  2  4 24 13  7 17  2 12  1  9 12 21  9 10 13  4 17  9  7 20
  3  4  1 18 23 19 21 20 19 17  8  2 15 17 12 21 24  2 23  8 15  4  8  1
 23  7  1 20]",RHC,0,5
17,128,37865.0,0.16123207400000084,"[13 24  8  4 23 15 24 20 12 18 19 24 23 19 23 21 18 16 12 22 20 16 24 23
 24 19 14 23  1 20 18  4 18 19 13 21 20 14 10  7 14 12 19 22  6 21 21 17
 20 23  2 16 17  4 24 13  7 23  2 12 22  9 12 21  9 10 13  4 17  9  7 24
 14  4  1 20 23 19 21 20 19 17  8 17 16 17 12 21 24  2 23  8 15 13  8  1
 23  7  1 20]",RHC,0,5
18,256,37900.0,0.2760535060000002,"[13 24  8  4 23 15 24 20 12 18 19 24 23 19 23 21 18 16 12 22 20 16 24 23
 24 19 14 23  1 20 18  4 18 19 13 21 20 14 10  7 14 12 19 22  6 21 21 17
 20 23  2 16 17  4 24 13  7 23  2 12 22  9 12 21  9 10 13  4 17  9  7 24
 14  4  2 20 23 19 21 20 19 17  8 17 16 17 12 21 24  2 23  8 15 13  8  1
 23  7  1 20]",RHC,0,5
19,512,37900.0,0.5068893719999998,"[13 24  8  4 23 15 24 20 12 18 19 24 23 19 23 21 18 16 12 22 20 16 24 23
 24 19 14 23  1 20 18  4 18 19 13 21 20 14 10  7 14 12 19 22  6 21 21 17
 20 23  2 16 17  4 24 13  7 23  2 12 22  9 12 21  9 10 13  4 17  9  7 24
 14  4  2 20 23 19 21 20 19 17  8 17 16 17 12 21 24  2 23  8 15 13  8  1
 23  7  1 20]",RHC,0,5
20,1024,37900.0,0.9412953379999998,"[13 24  8  4 23 15 24 20 12 18 19 24 23 19 23 21 18 16 12 22 20 16 24 23
 24 19 14 23  1 20 18  4 18 19 13 21 20 14 10  7 14 12 19 22  6 21 21 17
 20 23  2 16 17  4 24 13  7 23  2 12 22  9 12 21  9 10 13  4 17  9  7 24
 14  4  2 20 23 19 21 20 19 17  8 17 16 17 12 21 24  2 23  8 15 13  8  1
 23  7  1 20]",RHC,0,5
