,Iterations,Fitness,Time,State,runner_name,pop_size,mutation_prob,Population Size,Mutation Rate
216,256,39.0,2.131305144999999,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,200,1.0,200,1.0
217,512,39.0,2.131305144999999,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,200,1.0,200,1.0
218,1024,39.0,2.131305144999999,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,200,1.0,200,1.0
219,2048,39.0,2.131305144999999,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,200,1.0,200,1.0
220,2,29.0,0.2905974760000163,"[0 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
221,4,32.0,0.5279492000000232,"[1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 0 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
222,8,34.0,0.9893540190000181,"[1 0 1 1 0 1 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
223,16,36.0,1.8970220560000257,"[1 0 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
224,32,39.0,3.3761944529999823,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
225,64,39.0,3.3761944529999823,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
226,128,39.0,3.3761944529999823,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
227,256,39.0,3.3761944529999823,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
228,512,39.0,3.3761944529999823,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
229,1024,39.0,3.3761944529999823,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
230,2048,39.0,3.3761944529999823,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.2,300,0.2
231,2,29.0,0.2708248659999981,"[1 0 0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0
 1 0 0]",GA,300,0.4,300,0.4
232,4,31.0,0.487450884999987,"[1 0 0 1 1 0 1 1 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 1 1
 0 1 0]",GA,300,0.4,300,0.4
233,8,33.0,0.9237245989999678,"[0 1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1
 0 1 1]",GA,300,0.4,300,0.4
234,16,37.0,1.790453431000003,"[0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1]",GA,300,0.4,300,0.4
235,32,39.0,2.980846845999963,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0]",GA,300,0.4,300,0.4
236,64,39.0,2.980846845999963,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0]",GA,300,0.4,300,0.4
237,128,39.0,2.980846845999963,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0]",GA,300,0.4,300,0.4
238,256,39.0,2.980846845999963,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0]",GA,300,0.4,300,0.4
239,512,39.0,2.980846845999963,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0]",GA,300,0.4,300,0.4
240,1024,39.0,2.980846845999963,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0]",GA,300,0.4,300,0.4
241,2048,39.0,2.980846845999963,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0]",GA,300,0.4,300,0.4
242,2,33.0,0.2679649419999919,"[0 1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0
 1 0 1]",GA,300,0.6,300,0.6
