,Iterations,Fitness,Time,State,runner_name,pop_size,mutation_prob,Population Size,Mutation Rate
259,128,495.97750517617806,37.88766853300058,[ 0 10 14 15 19 18 11  6  5  9 16 12  4 21  2  1 13  8 20  3 17  7],GA,100,0.4,100,0.4
260,256,480.33553951172405,75.43710483199993,[ 0 10 14 15 19 18 11  6  5 12 21  9  4 16  2  1 13  8 20  3 17  7],GA,100,0.4,100,0.4
261,512,456.2067987220836,150.25454316600008,[ 3 17 14 10 15 19 18 11  6  5 12 21  4  9 16  2  1 13  8 20  0  7],GA,100,0.4,100,0.4
262,1024,402.3478982422187,300.0309819109998,[ 3 17 14 10  6 11 18 19  5 15 21 12  4  9 16  1  2 13  8 20  0  7],GA,100,0.4,100,0.4
263,2048,391.6518307799877,630.736618684,[ 7 17 14 10  6 11 18 19  5 15 21  4 12  9 16  1  2 13  8 20  0  3],GA,100,0.4,100,0.4
264,2,814.1977927460262,0.9450362219995441,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,0.5,100,0.5
265,4,746.8796795858713,1.5873632759994507,[ 6 15  1 12 16 21  9 18 10  2 19  4  5 14 20 13  8  0 17  7  3 11],GA,100,0.5,100,0.5
266,8,746.8796795858713,2.8459725949996937,[ 6 15  1 12 16 21  9 18 10  2 19  4  5 14 20 13  8  0 17  7  3 11],GA,100,0.5,100,0.5
267,16,746.8796795858713,5.359996845999376,[ 6 15  1 12 16 21  9 18 10  2 19  4  5 14 20 13  8  0 17  7  3 11],GA,100,0.5,100,0.5
268,32,663.5450503096432,10.525906353999744,[ 7  3 14  2  5 19 11  6 12 16 15 13  1  9  4 21 18 10 20  8  0 17],GA,100,0.5,100,0.5
269,64,531.4829917129484,21.317505981000068,[14  6 15  5 12  4 19 10 11 18 21  9 16  2  1 20 13  8  0 17  7  3],GA,100,0.5,100,0.5
270,128,507.92920675270756,44.2140456369998,[ 3 14  6 15  5 12  4 21 10 11 18 19  9 16  2  1 20 13  8  0  7 17],GA,100,0.5,100,0.5
271,256,468.57294865837,86.38951532699957,[14 10 15  4 21  5 19 18 11  6 12  9 16  2  1 20 13  8  0  3  7 17],GA,100,0.5,100,0.5
272,512,460.8167574547939,167.26300175599954,[14 10 15 21 12  5 19 18 11  6  4  9 16  1  2 20 13  8  0  3  7 17],GA,100,0.5,100,0.5
273,1024,455.4242560236253,339.64073821799957,[17 14 10  6 11 12  5 19 18 15 21  4  9 16  1  2 20 13  8  0  3  7],GA,100,0.5,100,0.5
274,2048,391.6518307799877,640.2577667789992,[17 14 10  6 11 18 19  5 15 21 12  4  9 16  1  2 13  8 20  0  3  7],GA,100,0.5,100,0.5
275,2,814.1977927460262,0.7891349719993741,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,0.6,100,0.6
276,4,786.1623508508409,1.3363688749996072,[14 19  6 11  9 16 15 13 20 18  4  2  1 21  5 12  8  7  0 10  3 17],GA,100,0.6,100,0.6
277,8,730.7391260340936,2.4236360539998714,[14 19  6 11  9 16 15 13 20 18  4  2  1 21  5 12  8  7  0  3 17 10],GA,100,0.6,100,0.6
278,16,636.9533124703984,4.5859810089996245,[14 10  7  2  1 21  9 13 20  6 11 18 19  5 15  4 16 12  8  3 17  0],GA,100,0.6,100,0.6
279,32,610.3574454143983,8.948088721999738,[10 20  2  1 21  9 13 14 11  5 19  6 18 15  4 16 12  8  0  3  7 17],GA,100,0.6,100,0.6
280,64,561.8989021681629,17.60665460599921,[14 10  8  2  1 21  9 13 20  6 11 18 19  5 15  4 16 12 17  7  3  0],GA,100,0.6,100,0.6
281,128,510.21354151646085,34.82174561699958,[14 10  8  2  1 21  4 12 16  9 13 20  6 11 18 19  5 15  0  3  7 17],GA,100,0.6,100,0.6
282,256,464.81310640622496,70.01503443599995,[10 14  8 20  2  1 16  9  4 12 21 13  6 11 18 19  5 15  0  3  7 17],GA,100,0.6,100,0.6
283,512,444.45861011044235,142.39321791399925,[10 14  8 20  2  1 16  9  4 12 21 15  6 11 18 19  5 13  0  3  7 17],GA,100,0.6,100,0.6
284,1024,443.06583478798484,289.7866260999999,[10 14  8 13  2  1 16  9  4 12 21 15  6 11 18 19  5 20  0  3  7 17],GA,100,0.6,100,0.6
285,2048,443.06583478798484,438.8382183499998,[10 14  8 13  2  1 16  9  4 12 21 15  6 11 18 19  5 20  0  3  7 17],GA,100,0.6,100,0.6
286,2,812.0624134848711,0.9069716619997052,[15  2 12  1 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,0.7,100,0.7
287,4,812.0624134848711,1.543396840999776,[15  2 12  1 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,0.7,100,0.7
288,8,745.0020604510852,2.8001983989997825,[13  9 12  5  4 15 16 10  6 21 20  7  0  8 14 11 18 19  3 17  1  2],GA,100,0.7,100,0.7
289,16,661.2122464261535,5.468731433999892,[13  9 12  5 18 15 10 11 19  2  1 21 16  4 14  6 20  8  0 17  7  3],GA,100,0.7,100,0.7
290,32,541.6025945411152,11.630049454000073,[13 15 16  4  9 12  5 18 19 21  1  2 10 14  6 11  8 17  7  3  0 20],GA,100,0.7,100,0.7
291,64,513.7808283740211,22.36825921199943,[13 15  9  4 12  5 19 18 21 16  1  2 10  6 11 14  8 17  7  3  0 20],GA,100,0.7,100,0.7
292,128,497.1362250874814,42.133627500999864,[13 15 21  4 12  5 19 18  9 16  1  2 14  8 10  6 11 17  7  3  0 20],GA,100,0.7,100,0.7
293,256,495.4343072834213,81.02734859500015,[13 15 21  4 12  5 18 19  9 16  1  2 14  8 10 11  6 17  7  3  0 20],GA,100,0.7,100,0.7
294,512,478.17595306173723,163.75178716699975,[20  8 15 21  4 12  5 18 11 19  9 16  1  2 13 14 10  6 17  7  3  0],GA,100,0.7,100,0.7
295,1024,465.5754331150441,312.40608400200017,[20 13 15 21  4 12  5 19 18 11  6  9 16  1  2  8 14 10 17  7  3  0],GA,100,0.7,100,0.7
296,2048,410.3115675170574,613.3228953319995,[ 2 20  8 13 15 21  4 16  9 12  5 19 18 11  6 10 14  3 17  7  0  1],GA,100,0.7,100,0.7
297,2,814.1977927460262,0.8612400130004971,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,0.8,100,0.8
298,4,814.1977927460262,1.4410532580004656,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,0.8,100,0.8
299,8,811.2813781844335,2.5971541369999613,[19 16 10 14  5 15  4  2  1 21  9 13 20  7  3 12 18  6  8  0 17 11],GA,100,0.8,100,0.8
300,16,736.990769714297,4.924852399999509,[ 1 14 19  6 11  9 16 13 12  5  4 21 18 15 20 10  8  2  7  3 17  0],GA,100,0.8,100,0.8
301,32,678.3931319809956,9.64247821400022,[ 1 13 19 15 14 20  6 11  9 16 12  5  4 21 17  7  3  0  8 10 18  2],GA,100,0.8,100,0.8
302,64,582.9369972122979,18.880870951999896,[14 10 11 19 15 13 20  1  2 21  9  5 18  6 16 12  4  8 17  7  3  0],GA,100,0.8,100,0.8
303,128,477.7225084427314,37.624201616999926,[14 10  6 11 18 19 15 13 20  1  2 16  9  5 12  4 21  8  3  7 17  0],GA,100,0.8,100,0.8
304,256,454.73408756577066,74.67478486300024,[14 10  6 11 18 19 15 13 20  1  2 16  9 12 21  4  5  8  0  3  7 17],GA,100,0.8,100,0.8
305,512,434.3272619683212,149.26463238200085,[14 10  6 11 18 19  5 15 13 20  1  2 16  9 12  4 21  8  0  3  7 17],GA,100,0.8,100,0.8
306,1024,429.5394277756442,297.7945276700011,[14 10  6 11 18 19  5 15 13 20  2  1 16  9 12  4 21  8  0  3  7 17],GA,100,0.8,100,0.8
307,2048,429.5394277756442,551.6368929170003,[14 10  6 11 18 19  5 15 13 20  2  1 16  9 12  4 21  8  0  3  7 17],GA,100,0.8,100,0.8
308,2,814.1977927460262,0.8562269020003441,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,0.9,100,0.9
309,4,814.1977927460262,1.4382453950001945,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,0.9,100,0.9
310,8,784.5657875494005,2.5863042560013128,[10 19  5  2 18 15 12  6 20 14  9 16  1 21  4 13  8  0 17  7  3 11],GA,100,0.9,100,0.9
311,16,747.0297955833759,4.86233697300122,[ 3 13 21 15 14 20 10 11  9 12  5  1  2  6 18 16 19  4  8  0  7 17],GA,100,0.9,100,0.9
312,32,683.3677988557151,9.459534184001313,[ 3 20 13 21 15 14 10 11  9 12  5  1  2 19  6 18 16  4  8  0  7 17],GA,100,0.9,100,0.9
313,64,578.47797524219,18.714778945000944,[ 3 20 13 21 15  8 14 10  6 11 19  5 16  9 12  1  2  4 18  0  7 17],GA,100,0.9,100,0.9
314,128,451.9989835012913,37.15818823200061,[ 3 20 13 21 15  8 14 10  6 11 18 19  5  9 12  4 16  1  2  0  7 17],GA,100,0.9,100,0.9
315,256,439.8498361073478,74.00534080200123,[ 3 20 13 21 15  8 14 10  6 11 18 19  5 12  4  9 16  1  2  0  7 17],GA,100,0.9,100,0.9
316,512,439.84983610734776,148.1562718870009,[17  3 20 13 21 15  8 14 10  6 11 18 19  5 12  4  9 16  1  2  0  7],GA,100,0.9,100,0.9
317,1024,439.84983610734776,296.50111090300015,[17  3 20 13 21 15  8 14 10  6 11 18 19  5 12  4  9 16  1  2  0  7],GA,100,0.9,100,0.9
318,2048,439.84983610734776,399.1744641960013,[17  3 20 13 21 15  8 14 10  6 11 18 19  5 12  4  9 16  1  2  0  7],GA,100,0.9,100,0.9
319,2,711.9811719350873,0.85949747199993,[10 19  2  1 15 12 21  9 18 16  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,1.0,100,1.0
320,4,711.9811719350873,1.440008419998776,[10 19  2  1 15 12 21  9 18 16  4  5 14  6 20 13  8  0 17  7  3 11],GA,100,1.0,100,1.0
321,8,711.6977046122797,2.60209323899835,[10 19  2  1 15 12 21  9 18 16  4 11  5 13 20 14  6  8  0  7 17  3],GA,100,1.0,100,1.0
322,16,708.0415593119177,4.929294364999805,[10 19  2  1  4 20 14  6 11  9 16 13  8 15 12 21 18  5  0  7 17  3],GA,100,1.0,100,1.0
323,32,636.9739209400858,9.494941739998467,[10 11  5 19  2  1 15  9 16 12 21 18  4 13 20 14  6  8  0  7 17  3],GA,100,1.0,100,1.0
324,64,521.5132310008091,18.612857111998892,[10  6 11 19  5 15  2  1 12  4  9 16 21 18 13 14  8 20  0  7 17  3],GA,100,1.0,100,1.0
325,128,515.211775510375,37.54211674599901,[10  6 11 19  5 15  2  1  4 12  9 16 21 18 13  8 14 20  0  7 17  3],GA,100,1.0,100,1.0
326,256,515.211775510375,75.24191510499986,[10  6 11 19  5 15  2  1  4 12  9 16 21 18 13  8 14 20  0  7 17  3],GA,100,1.0,100,1.0
327,512,515.211775510375,149.6096987009987,[10  6 11 19  5 15  2  1  4 12  9 16 21 18 13  8 14 20  0  7 17  3],GA,100,1.0,100,1.0
328,1024,515.211775510375,296.9086494309995,[10  6 11 19  5 15  2  1  4 12  9 16 21 18 13  8 14 20  0  7 17  3],GA,100,1.0,100,1.0
329,2048,515.211775510375,310.8364082139997,[10  6 11 19  5 15  2  1  4 12  9 16 21 18 13  8 14 20  0  7 17  3],GA,100,1.0,100,1.0
330,2,814.1977927460262,1.486838318998707,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,175,0.1,175,0.1
331,4,810.506118931002,2.542863546999797,[ 4 21 12  6  0 15  1  2  9 18 16 10 19  5 20 13  8 14 17  7  3 11],GA,175,0.1,175,0.1
332,8,701.0287127613321,4.6263942169989605,[18 15 13  9 12  5  4 21  6  0  1  2 16 10 19 20  8 14 17  7  3 11],GA,175,0.1,175,0.1
333,16,690.1193097256246,8.796799750998616,[18 15 13 20 10  5  4 21  6  0  1  2 16 12 19  9  8 14 17  3  7 11],GA,175,0.1,175,0.1
334,32,668.8657537324518,17.142769213000065,[18 15 10 19  9  5  4 21  8  0  1  2 16 12 13 20  6  3  7 17 14 11],GA,175,0.1,175,0.1
335,64,574.1322371316751,33.81826875899969,[18  6 10 11 15  8 20 21  9 12  1  2 16  4 13  0  3  7 17 14  5 19],GA,175,0.1,175,0.1
336,128,509.7622492125563,66.90083180399961,[12  9  4 16 21 20 13 15  1  2  8 10  0  3  7 17 14  6 11 18 19  5],GA,175,0.1,175,0.1
337,256,481.57486241207556,133.19087825799943,[18 15  5 12  4 21  9 16 20  2  1 13  8 10  0  3  7 17 14  6 11 19],GA,175,0.1,175,0.1
338,512,430.6467602988381,265.84361895099937,[21  4  9 12 16 15 10 14  8 13  1  2 20  0  3  7 17  6 11 18 19  5],GA,175,0.1,175,0.1
339,1024,419.08441886455046,531.9768436269987,[21  4 12  9 16 15 14  8 13  2  1 20  0  3  7 17 10  6 11 18 19  5],GA,175,0.1,175,0.1
340,2048,419.08441886455046,829.1316000999996,[21  4 12  9 16 15 14  8 13  2  1 20  0  3  7 17 10  6 11 18 19  5],GA,175,0.1,175,0.1
341,2,804.4788781300986,1.5048150929997064,[14 19  6 11  9 16 13 20  8 12  4  5 10 17  7  1  2 15  0  3 18 21],GA,175,0.2,175,0.2
342,4,737.3963771884404,2.5363490330000786,[15  6 14  5 12 19 20  4 11 18 10  7  3 17  0  1  8  2 13  9 16 21],GA,175,0.2,175,0.2
343,8,690.807790133841,4.62700624900026,[ 0  1  2  4 16 15  5 12  9 19 11  6 20 10  8  7  3 17 14 21 18 13],GA,175,0.2,175,0.2
344,16,673.9222048240044,8.774121165000906,[ 0  1  2  4 16 21  5 12  9 19 20 11  6 18 10 15  8  7  3 17 14 13],GA,175,0.2,175,0.2
345,32,596.7277206849907,16.997333455001353,[ 0  1  2  4 16 21 19  5 12  9 15 11  6 20 10 18 14 13  8 17  3  7],GA,175,0.2,175,0.2
346,64,554.9091852116882,33.49745128399991,[ 0  1  2  8 13  4 16 21  5 12  9 19 11  6 15 18 20 14 10 17  7  3],GA,175,0.2,175,0.2
347,128,511.0840426431496,66.64265832599995,[ 0  1  2  4 16  5 19 21 12  9 15 11 18 10  6 14  8 13 20  3 17  7],GA,175,0.2,175,0.2
348,256,449.0298257507211,134.448644221,[ 0  1  2  4 16  9 12 21  5 15 19 11 18  6 10 14  8 13 20  3 17  7],GA,175,0.2,175,0.2
349,512,419.27187795307816,267.3296066420007,[ 0  1  2 13 15  4 16  9 12 21  5 19 18 11  6 10 14  8 20  3 17  7],GA,175,0.2,175,0.2
350,1024,402.0384057798527,533.7820638740013,[ 7  0  1  2 16  9  4 12 21 15  5 19 18 11  6 10 14  8 13 20  3 17],GA,175,0.2,175,0.2
351,2048,400.9928371376727,1063.8863018250013,[ 7  0  2  1 16  9  4 12 21 15  5 19 18 11  6 10 14  8 13 20  3 17],GA,175,0.2,175,0.2
352,2,811.3173040154776,1.527804882000055,[ 4 21 12 16  1 15 13  7  3  2 11  5 18 20 14  6 17  0 10  8 19  9],GA,175,0.3,175,0.3
353,4,793.9890289995677,2.5743063450008776,[20 19  6  4 14 11 18 10 15  5  3 17  7  0  8 12 13 21 16  1  2  9],GA,175,0.3,175,0.3
354,8,741.0980287839507,4.6736518110010365,[ 2 21 12 19 18 11  3 17 10 13 14  6 15  5  9 20  7  0  8  1 16  4],GA,175,0.3,175,0.3
355,16,722.5620572730256,8.781442364001123,[14 19 15 18 21  4 10 13  1  2 12  9 16  6  5 20  8  0 17  7  3 11],GA,175,0.3,175,0.3
356,32,651.5288511614532,16.995388360001016,[14  4 12 16  1 15  5 19  9 21  2 20  8  0 17  7  3 11  6 18 10 13],GA,175,0.3,175,0.3
357,64,596.8472406054915,33.41664405700067,[ 0  3 17  7  8  5 19  6  9  4 21 12 16  1  2 20 15 18 11 14 13 10],GA,175,0.3,175,0.3
358,128,512.4409760521407,66.3149491109998,[18 19 15  5  9  4 21 12 16 20  0 17  3  7  2  1 13  8  6 14 10 11],GA,175,0.3,175,0.3
359,256,448.83732081690846,132.19672004300082,[18 19 15  5 12  9  4 21 16 20 17  7  3  0  2  1 13  8 14 10  6 11],GA,175,0.3,175,0.3
360,512,424.1094572508559,265.45343289500124,[18 19  5 15 21  4 12  9 16 20 17  7  3  0  1  2 13  8 14 10  6 11],GA,175,0.3,175,0.3
361,1024,423.15160444611433,530.157826445,[11 18 19  5 15 21  4 12  9 16 13 17  7  3  0  1  2 20  8 14 10  6],GA,175,0.3,175,0.3
362,2048,406.34051447685374,1067.0923133320011,[11 18 19  5 15 21  4 12  9 16  1  2 13  8 20 17  7  3  0 14 10  6],GA,175,0.3,175,0.3
363,2,789.3916492755291,1.5345364959994185,[14 11  5 18 17 10  6 13  1 15  4 12  2 21  9 16 19 20  8  0  7  3],GA,175,0.4,175,0.4
364,4,789.3916492755291,2.574977401000069,[14 11  5 18 17 10  6 13  1 15  4 12  2 21  9 16 19 20  8  0  7  3],GA,175,0.4,175,0.4
365,8,739.8545349075555,4.672257823000109,[20  1  2  6  5 12 21 15 11 18  7  3  0 14  4 16  9 13 19 10 17  8],GA,175,0.4,175,0.4
366,16,721.5502434100141,8.921617234000223,[ 6 14 12  4  1  2 21  5 15 10 19 11 18 20  0  8 13  9 16 17  3  7],GA,175,0.4,175,0.4
367,32,649.6895713784538,17.308643850999943,[12  4  1  2  9 21  5 15 19 10  6 18 16 14 20 13  8  0 17  7  3 11],GA,175,0.4,175,0.4
368,64,576.4819837300023,33.98060277199875,[ 6 10 14 18  5 19  1  2  4 21 15 12  9 16 20 13  8  0 17  7  3 11],GA,175,0.4,175,0.4
369,128,534.4426015746119,67.78511130100014,[14  6 10 15  5 18 11 19  2  1  4 21 12  9 16 20 13  8  0  7 17  3],GA,175,0.4,175,0.4
370,256,475.7315824932567,134.79561756099974,[10  6 11 18 19 15  5 14  8 13  2  1  4 21 12  9 16 20  0  3  7 17],GA,175,0.4,175,0.4
371,512,428.8986032180296,267.77363474899903,[14 10  6 11 18 19  5 15  8 13  2  1 16  9 12  4 21 20  0  3  7 17],GA,175,0.4,175,0.4
372,1024,428.8986032180296,541.6616760420002,[14 10  6 11 18 19  5 15  8 13  2  1 16  9 12  4 21 20  0  3  7 17],GA,175,0.4,175,0.4
373,2048,428.8986032180296,784.4259913850001,[14 10  6 11 18 19  5 15  8 13  2  1 16  9 12  4 21 20  0  3  7 17],GA,175,0.4,175,0.4
374,2,785.6958760681765,1.5464940460005892,[13  8 21 18  0 20  6 10 12  4 16 19 15 14 11  5  3 17  7  2  1  9],GA,175,0.5,175,0.5
375,4,785.6958760681765,2.5581480279997777,[13  8 21 18  0 20  6 10 12  4 16 19 15 14 11  5  3 17  7  2  1  9],GA,175,0.5,175,0.5
376,8,709.1014369696169,4.641070765999757,[10  8  2  1 21  9 13 20 14  6 15 18  4 19 12  5 11 16  0 17  3  7],GA,175,0.5,175,0.5
377,16,655.1026187746119,8.82493403800072,[ 3 14  0  8  5 19 21  4 12  1 20  6 11 18 15  2 16  9 13 10 17  7],GA,175,0.5,175,0.5
378,32,634.9281950799304,17.03651256900048,[ 0  1  2  4 16 21  9  5 13 10  8 15 20 14  6 18 19 12 11 17  3  7],GA,175,0.5,175,0.5
379,64,554.9336426337771,33.36350727900026,[ 0 10  8  6 14 21 12  2  1 16  9  4  5 11 18 19 15 13 20  3 17  7],GA,175,0.5,175,0.5
380,128,486.4764124835061,66.2482486150002,[ 3  0  1  2 20 13  8 14 10  6 21 12 16  9  4  5 11 18 19 15 17  7],GA,175,0.5,175,0.5
381,256,461.22285459905504,131.57056620500043,[ 3  0  1  2 20 13  8 14 10 15 21  4 16  9 12  5 11 18 19  6 17  7],GA,175,0.5,175,0.5
382,512,419.4801823984268,263.7011542520013,[ 3  0 20  1  2 13  8 14 10 15 21  4 16  9 12  5 19 18 11  6 17  7],GA,175,0.5,175,0.5
383,1024,415.98319971649676,525.7400966960013,[10 17  7  3  0 20  1  2 13  8 14 15 21  4 16  9 12  5 19 18 11  6],GA,175,0.5,175,0.5
384,2048,406.52006043124203,1051.540325752001,[ 6 10 14 17  7  3  0 20  1  2 13  8 15 21  4 16  9 12  5 19 18 11],GA,175,0.5,175,0.5
385,2,768.0565542421753,1.5249346519995015,[20 19  6  4 14 11 18 10 15  5  3 17  0  7 13  8  9 12 16 21  2  1],GA,175,0.6,175,0.6
386,4,768.0565542421753,2.509837387000516,[20 19  6  4 14 11 18 10 15  5  3 17  0  7 13  8  9 12 16 21  2  1],GA,175,0.6,175,0.6
387,8,760.5429700923117,4.524867415999324,[ 0  1  2 13 15 12 21  9 18 16 19  4  5 14  6 20 10  8 17  7  3 11],GA,175,0.6,175,0.6
388,16,649.6979270125117,8.610898947999885,[ 0  1  2  4 16 15  8 11 10 12 21  9 18 19  5 14  6 20 13 17  7  3],GA,175,0.6,175,0.6
389,32,580.1607165764932,16.756312225999864,[ 0  1  2 13 15 12 21 16 18  9  4 19  5  6 11 10  8 14 20 17  3  7],GA,175,0.6,175,0.6
390,64,529.5996090700239,33.15865270799986,[ 0  3  7 17  8  6 10 14  2  1 21  4 16  9 12 19 11  5 18 15 13 20],GA,175,0.6,175,0.6
391,128,477.4106664873675,65.82344890599961,[ 8  3  7 17  0  1  2 13 15  9 12 21  4 16  5 19 18  6 11 10 14 20],GA,175,0.6,175,0.6
392,256,407.86623332604023,131.07036758399954,[ 0 20 13  2  1 16  9 12 21  4 15  5 19 18 11  6 10  8 14 17  7  3],GA,175,0.6,175,0.6
393,512,398.8757682583359,262.44223491400044,[ 0 20  8 13  2  1 16  9 12 21  4 15  5 19 18 11  6 10 14 17  7  3],GA,175,0.6,175,0.6
394,1024,391.6518307799876,523.4667611240002,[ 0 20  8 13  2  1 16  9 12  4 21 15  5 19 18 11  6 10 14 17  7  3],GA,175,0.6,175,0.6
395,2048,391.6518307799876,775.5038516160002,[ 0 20  8 13  2  1 16  9 12  4 21 15  5 19 18 11  6 10 14 17  7  3],GA,175,0.6,175,0.6
396,2,814.1977927460262,1.5035660929988808,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,175,0.7,175,0.7
397,4,722.8039611541611,2.513562238000304,[14 19  6 11  9 16 13  2  8 12  4  5 15  1 21 18 10  0  3  7 17 20],GA,175,0.7,175,0.7
398,8,722.8039611541611,4.533374603999619,[14 19  6 11  9 16 13  2  8 12  4  5 15  1 21 18 10  0  3  7 17 20],GA,175,0.7,175,0.7
399,16,690.4623461638416,8.591859995998675,[10 11 15 19 16  2 13  9 12  5  4  1  8 14  6 17  3  7  0 20 21 18],GA,175,0.7,175,0.7
400,32,637.5935602975308,16.731086960999164,[19 16  2  1 13  9 12  5  4 10 11 15  8 14  6 17  3  7  0 20 21 18],GA,175,0.7,175,0.7
401,64,579.3778929672475,33.10090430299897,[19  5 16  2  1 13  9 12  4 21 10  8 15 11  6 20  3  7 17  0 14 18],GA,175,0.7,175,0.7
402,128,520.5335786130441,65.63633463000042,[ 8 13  5 19 15 16  2  1  9 12  4 21  6 11 18 14 10 17  7  3  0 20],GA,175,0.7,175,0.7
403,256,491.1282070383579,130.62046548800026,[20 13 18 19  5 21  2  1 16  9 12  4 15  8 14 10 11  6 17  7  3  0],GA,175,0.7,175,0.7
404,512,486.2192243240931,262.56583071800014,[ 0 20 13 15 18 19  5 21  2  1 16  9 12  4  8 14 10 11  6 17  7  3],GA,175,0.7,175,0.7
405,1024,453.9276705157014,522.8884937969997,[ 3  0 20 13  8  6 11 18 19  5 21  2  1 16  9 12  4 15 10 14 17  7],GA,175,0.7,175,0.7
406,2048,420.2041175849991,1043.2709237559993,[14 17  7  3  0 20  1  2 13  8 10  6 11 18 19  5 12  9 16  4 21 15],GA,175,0.7,175,0.7
407,2,814.1977927460262,1.4869603010010906,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,175,0.8,175,0.8
408,4,748.167544308914,2.6120156580000184,[ 0  1  9  4 16 15 20 19  6 14 11 18 21 10  8 12  5 13  2  7  3 17],GA,175,0.8,175,0.8
409,8,713.8934778953243,4.793327597000825,[ 3  0 14 11 18  8 12  4 20 10 21 16  2  1  9 15 19  6  5 13  7 17],GA,175,0.8,175,0.8
410,16,673.5234840661307,8.541463838000709,[13  9 12 19 18 11  3 17 10 14  6  8 20  0  7  2 15 21  5  4 16  1],GA,175,0.8,175,0.8
411,32,587.8389602545299,16.07220286899974,[ 3  0 14 11 18  2  1  9  4 16 13 20  8 12  5 15 21 19  6 10 17  7],GA,175,0.8,175,0.8
412,64,545.8176024043217,31.075132339001357,[ 3  0 14 13  2  1 20 11 18  5 15  8  9  4 16 12 21 19  6 10 17  7],GA,175,0.8,175,0.8
413,128,495.33550614649107,60.772658240000965,[ 7  3  0 14 20  2  1 13  8 11 18  5 15  9 16  4 12 21 19  6 10 17],GA,175,0.8,175,0.8
414,256,452.95881172092743,120.36470808100057,[ 7  3  0 14 20  2  1 13  8  6 11 18 19  5 21  4 16  9 12 15 10 17],GA,175,0.8,175,0.8
415,512,444.85356236052394,239.00818460200026,[ 7  3  0  8 20  1  2 13 10  6 11 18 19  5 12  4 16  9 21 15 14 17],GA,175,0.8,175,0.8
416,1024,420.2041175849991,477.37159840000095,[14 17  7  3  0 20  1  2 13  8 10  6 11 18 19  5 12  9 16  4 21 15],GA,175,0.8,175,0.8
417,2048,420.2041175849991,818.1457763700018,[14 17  7  3  0 20  1  2 13  8 10  6 11 18 19  5 12  9 16  4 21 15],GA,175,0.8,175,0.8
418,2,814.1977927460262,1.3621955610033183,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,175,0.9,175,0.9
419,4,793.7287907272698,2.2856675850016472,[ 0  1  2  4 21 20 15  6 12  5 14 11 16  9  8  3  7 17 19 18 10 13],GA,175,0.9,175,0.9
420,8,709.968404883888,4.143660048001038,[ 6 11  4 21 12 16 20 15  5 14  2  9 10  8  3  7 17  0  1 13 19 18],GA,175,0.9,175,0.9
421,16,619.4619110738674,7.849291547001485,[ 0  1  2  4 21 20 15  6 10 11 18 13 12  9 16 19  5 14  8  7 17  3],GA,175,0.9,175,0.9
422,32,587.126112120935,15.29983346500012,[ 0  1  2  4 16 15 21 20 13 10 14  6 11 18 12  9 19  5  8  7 17  3],GA,175,0.9,175,0.9
423,64,554.0241174938162,30.150286580003012,[ 0  1  2  4 21  9 16 15 20 13 10 14  6 11 18 12 19  5  8 17  7  3],GA,175,0.9,175,0.9
424,128,467.4817453833902,59.722651146003045,[ 0  1  2 16  4 12  9 21 15 20 13  8 14 10  6 11 18 19  5 17  7  3],GA,175,0.9,175,0.9
425,256,442.87826795008607,119.29426434100242,[ 3  0 20  1  2 16  9  4 12 21 15 13  8 14 10  6 11 18 19  5 17  7],GA,175,0.9,175,0.9
426,512,438.0904337574092,237.6026264280008,[ 3  0 20  2  1 16  9  4 12 21 15 13  8 14 10  6 11 18 19  5 17  7],GA,175,0.9,175,0.9
427,1024,428.98524177773595,474.7252804970012,[ 3  0 20  2  1 16  9  4 12 21  5 19 18 15 13  8 14 10 11  6 17  7],GA,175,0.9,175,0.9
428,2048,409.5442463844738,948.794964333003,[ 3  0 20  2  1 16  9  4 12 21  5 19 18 11  6 10 15 13  8 14 17  7],GA,175,0.9,175,0.9
429,2,814.1977927460262,1.3888720479990297,[15  1 12  2 21  9 18 10 16 19  4  5 14  6 20 13  8  0 17  7  3 11],GA,175,1.0,175,1.0
430,4,705.0598527807742,2.3314059850017657,[ 0  1  2  4 16 15  5 12  9 11  6 18 10  8  7  3 17 14 21 13 19 20],GA,175,1.0,175,1.0
