,Iterations,Fitness,Time,State,runner_name,current_restart,Restarts
66,2,34.0,10.739362487,[11 13 11 11  1 15 16 14  1  9  8  7  3 17  5 15  2 16],RHC,6,75
67,4,30.0,10.745866168,[11 13 11 11  1 15 16 14  1  6  8  7  3 17  5 15  2 16],RHC,6,75
68,8,28.0,10.757252413,[ 4 13 11 11  1 15 16 14  1  6  8  7  3 17  5 15  2 16],RHC,6,75
69,16,22.0,10.777171207,[ 4 13 11 11  1 15 16 14  1  6  8  7  3 17  5 15  0  9],RHC,6,75
70,32,16.0,10.815040773,[ 2 13 11 11  1 15 16 14  1  6  8  7 17  3  5 15  0  9],RHC,6,75
71,64,14.0,10.876236553,[ 2 13 11 11  1 12 16 14  1  6  8  7 17  3  5 15  0  9],RHC,6,75
72,128,14.0,10.991082608,[ 2 13 11 11  1 12 16 14  1  6  8  7 17  3  5 15  0  9],RHC,6,75
73,256,12.0,11.228182025999999,[ 2 13 11 11  3 12 16 14  1  6  8  7 17  3  5 15  0  9],RHC,6,75
74,512,8.0,11.699714866,[ 2  4 11 11  3 12 16 14  1  6  8  7 17 14  5 15  0  9],RHC,6,75
75,1024,4.0,12.986385407,[ 2  4 11 11  3 12 16 13  1  6  8  7 17 14  5 15  0  9],RHC,6,75
76,2048,4.0,13.399130285999998,[ 2  4 11 11  3 12 16 13  1  6  8  7 17 14  5 15  0  9],RHC,6,75
77,2,34.0,13.42938959,[ 8  9  4  3  8  2  4 16  2  6 11 15  7  4  7 11 12  1],RHC,7,75
78,4,34.0,13.434680425,[ 8  9  4  3  8  2  4 16  2  6 11 15  7  4  7 11 12  1],RHC,7,75
79,8,28.0,13.447962164,[ 8  9  5  3  8  2  4 16  2  6 11 14  7  4  7 11 12  1],RHC,7,75
80,16,20.0,13.470073804999998,[ 8 12  7  3  8  2  4 16  2  6 11 14  7  4  6 11 12  1],RHC,7,75
81,32,16.0,13.53860629,[ 8 12  7  3  8  2  4 16  2  6 11 14  7  4  6 17 12  1],RHC,7,75
82,64,14.0,13.629584384000001,[ 8 12  7  3  8  2  4 16  2  6 11 14  7  4  6 17 15  1],RHC,7,75
83,128,12.0,13.773495289,[ 8 12  7  3  8  9  4 16  2  6 11 14  7  4  6 17 15  1],RHC,7,75
84,256,2.0,14.080281278000001,[ 8 12  7  3  0  9 13 16  2  6 11 14 10  4  6 17 15  1],RHC,7,75
85,512,2.0,14.655540366,[ 8 12  7  3  0  9 13 16  2  6 11 14 10  4  6 17 15  1],RHC,7,75
86,1024,2.0,15.186541933,[ 8 12  7  3  0  9 13 16  2  6 11 14 10  4  6 17 15  1],RHC,7,75
87,2048,2.0,15.186541933,[ 8 12  7  3  0  9 13 16  2  6 11 14 10  4  6 17 15  1],RHC,7,75
88,2,38.0,15.215537955999999,[ 1 11  4  1  7 10 10 10 13  7  1 15  3 14  4  2 12 12],RHC,8,75
89,4,32.0,15.224530436999999,[ 1 11  4  1  7 10 10 17 13  7  1 15  3 14  4  2 12 12],RHC,8,75
90,8,32.0,15.237147573999998,[ 1 11  4  1  7 10 10 17 13  7  1 15  3 14  4  2 12 12],RHC,8,75
91,16,26.0,15.26228966,[ 1 11  4  1  7 10 10 17 13  5  1 15  9 14  4  2 12 12],RHC,8,75
92,32,24.0,15.303307228000001,[ 2 11  4  1  7 10 10 17 13  5  1 15  9 14  4  2 12 12],RHC,8,75
93,64,20.0,15.380988614,[ 2 11  4  1  7  4 10 17 13  5  1 15  9 14  6  2 12 12],RHC,8,75
94,128,12.0,15.535090259,[ 7 11  4  1 16  4 10 17 13  5  0 15  3 14  6  2 12 12],RHC,8,75
95,256,8.0,15.812715795999999,[ 7 11  4  1 16  8 10 17 13  5  0 15  3 14  6  2  2 12],RHC,8,75
96,512,8.0,16.422928883,[ 7 11  4  1 16  8 10 17 13  5  0 15  3 14  6  2  2 12],RHC,8,75
97,1024,8.0,16.930651385,[ 7 11  4  1 16  8 10 17 13  5  0 15  3 14  6  2  2 12],RHC,8,75
98,2048,8.0,16.930651385,[ 7 11  4  1 16  8 10 17 13  5  0 15  3 14  6  2  2 12],RHC,8,75
99,2,30.0,16.953160276,[ 0 16  4  8 13 13  2 14 14  0  4  9  5  1 13  3 15 15],RHC,9,75
100,4,30.0,16.960829386,[ 0 16  4  8 13 13  2 14 14  0  4  9  5  1 13  3 15 15],RHC,9,75
101,8,24.0,16.974288527,[ 0 16  4  8 13 13  2 14 14  0  4  9  5 10 13  1 15 15],RHC,9,75
102,16,22.0,16.994904611,[ 0 16  4  8 13 13  2 14 14  0  4  9  5 10 13  1  6 15],RHC,9,75
103,32,14.0,17.036686497999998,[12 16  3  8  8 13  2 14 14  0  4  9  5 10 13  1  6 15],RHC,9,75
104,64,14.0,17.110355510999998,[12 16  3  8  8 13  2 14 14  0  4  9  5 10 13  1  6 15],RHC,9,75
105,128,10.0,17.252959977,[12 16  3  8  8 13  2 14 14  0  4  9  7 10 17  1  6 15],RHC,9,75
106,256,8.0,17.556837943,[12 16  3  8  8 13  2 14 17  0  4  9  7 10 17  1  6 15],RHC,9,75
107,512,6.0,18.097241101999998,[12 16  3  8  3 13  2 14 17  0  4  9  7 10 17  1  6 15],RHC,9,75
108,1024,6.0,18.683396721,[12 16  3  8  3 13  2 14 17  0  4  9  7 10 17  1  6 15],RHC,9,75
109,2048,6.0,18.683396721,[12 16  3  8  3 13  2 14 17  0  4  9  7 10 17  1  6 15],RHC,9,75
110,2,44.0,18.704754455,[ 8  4 14 15 15 11  4  5  8  3 11  8  2 15 14  1 13 16],RHC,10,75
111,4,42.0,18.71120869,[ 8  4 14 15 15 11  4  5  8  3 11  8  2 15 16  1 13 16],RHC,10,75
112,8,36.0,18.723859131,[ 8  4 14 15 15 11  4  5  8  3 11  9  2 15 17  1 13 16],RHC,10,75
113,16,26.0,18.742405158,[ 8  4 14 10 15 11  4 17  8  3 11  9  2 15 17  1 13 16],RHC,10,75
114,32,20.0,18.776313126999998,[ 8  4 14 10 15 11  5 17  8  3 11  9  2 15 17  2 13 16],RHC,10,75
115,64,16.0,18.848900602,[ 8  4 14 10 15  9  5 17  8  3 11  9  2 15  7  2 13 16],RHC,10,75
116,128,12.0,18.989367763,[ 8  6 14 10 15  0  5 17  8  3 11  9  2 15  7  2 13 16],RHC,10,75
117,256,10.0,19.357664497,[ 8  6 14 10 15  0  5 17 14  3 11  9  2 15  7  2 13 16],RHC,10,75
118,512,10.0,19.931290618,[ 8  6 14 10 15  0  5 17 14  3 11  9  2 15  7  2 13 16],RHC,10,75
119,1024,8.0,21.169004928,[ 8  6 14 10 15  0  5 17 14  3 11  9  2 15  7  2 13  1],RHC,10,75
120,2048,8.0,21.188382929,[ 8  6 14 10 15  0  5 17 14  3 11  9  2 15  7  2 13  1],RHC,10,75
121,2,40.0,21.220733335,[10  3  4 10 17  5  0  4 14 14  3  2  0  9 12 12 10 11],RHC,11,75
122,4,36.0,21.228074895,[10 13  4 10 17  5  0  4 14 14  3  2  0  9 12 12 10 11],RHC,11,75
123,8,34.0,21.240949645,[10 13  4  9 17  5  0  4 14 14  3  2  0  9 12 12 10 11],RHC,11,75
124,16,30.0,21.266701726,[10 13  4  9 17  5  0  4 14 14  3  2  0  9 12 12  5 11],RHC,11,75
125,32,20.0,21.312516634999998,[10 13  4  9 17  5  0  4  7 14  3  2 16  9 12 16  5 11],RHC,11,75
126,64,16.0,21.380317093,[10 13  1  9 17  5  0  4  7 14  3  2 16  9 12 16  6 11],RHC,11,75
127,128,14.0,21.514473375,[10 13  1  9 17  5  0  4  7 14  3  2 16  9 12 16  6 12],RHC,11,75
128,256,10.0,21.898801255,[ 8 13  1  9 17  5  0  4  7 14  3  2 16 11 12 16  6 12],RHC,11,75
129,512,6.0,22.552407993,[ 8 13  1  9 17  5  0  4  7 14 10  2 16 11  3 16  6 12],RHC,11,75
130,1024,6.0,23.304943577,[ 8 13  1  9 17  5  0  4  7 14 10  2 16 11  3 16  6 12],RHC,11,75
131,2048,6.0,23.304943577,[ 8 13  1  9 17  5  0  4  7 14 10  2 16 11  3 16  6 12],RHC,11,75
132,2,36.0,23.333743615,[ 6  4 16  1 16  2 11 15 10 12  9  1 15 16  1 11 14 11],RHC,12,75
133,4,30.0,23.340465276,[ 6  4 16  1 16  2 11 15 10 12  9  1 12 16  1 11 14 11],RHC,12,75
134,8,30.0,23.351747879,[ 6  4 16  1 16  2 11 15 10 12  9  1 12 16  1 11 14 11],RHC,12,75
135,16,16.0,23.377225464,[ 6  4  3  7 16  2 11 15 10 12  9  1 12  8  1 11 14 11],RHC,12,75
136,32,16.0,23.413831692,[ 6  4  3  7 16  2 11 15 10 12  9  1 12  8  1 11 14 11],RHC,12,75
137,64,14.0,23.484177160999998,[ 6 15  3  7 16  2 11 15 10 12  9  1 12  8  1 11 14 11],RHC,12,75
138,128,12.0,23.618761916,[ 6 15  3  7 16  2 11 15 10 12  9  1 12  8  1  0 14 11],RHC,12,75
139,256,4.0,23.904231746,[ 6 15  3  7 16  2 11 15 10  5  9  1 12  8 17  0 14 11],RHC,12,75
140,512,4.0,24.435220951999998,[ 6 15  3  7 16  2 11 15 10  5  9  1 12  8 17  0 14 11],RHC,12,75
141,1024,4.0,24.897067813,[ 6 15  3  7 16  2 11 15 10  5  9  1 12  8 17  0 14 11],RHC,12,75
142,2048,4.0,24.897067813,[ 6 15  3  7 16  2 11 15 10  5  9  1 12  8 17  0 14 11],RHC,12,75
143,2,36.0,24.917323866,[ 9 15  7 17  6 15 15 11 11 17 13  7 12  2 10  6 10 16],RHC,13,75
144,4,28.0,24.925074507999998,[ 9 15  7 17  6 15 13 11 11 17 13  4 12  2 10  6 10 16],RHC,13,75
145,8,24.0,24.935655039,[ 9 15  7 17  6 15 13 11 11 17 13  4 12  2  0  6 10 16],RHC,13,75
146,16,14.0,24.958122337,[ 9 15  7 17  6  3 13 11 11 17  2  4 12 14  0  6 10 16],RHC,13,75
147,32,12.0,24.990588268,[ 9 15  7 17  6  3 13 11 14 17  2  4 12 14  0  6 10 16],RHC,13,75
148,64,12.0,25.057517649,[ 9 15  7 17  6  3 13 11 14 17  2  4 12 14  0  6 10 16],RHC,13,75
149,128,8.0,25.195060389,[ 9 15  7  1  6  8 13 11 14 17  2  4 12 14  0  6 10 16],RHC,13,75
150,256,6.0,25.454098391,[ 9 15  7  1  6  8 13 11 14 17  2  4 12 14  0  5 10 16],RHC,13,75
151,512,4.0,25.979991145,[ 9 15  7  1  6  8 13 11  3 17  2  4 12 14  0  5 10 16],RHC,13,75
152,1024,4.0,26.563675836999998,[ 9 15  7  1  6  8 13 11  3 17  2  4 12 14  0  5 10 16],RHC,13,75
153,2048,4.0,26.563675836999998,[ 9 15  7  1  6  8 13 11  3 17  2  4 12 14  0  5 10 16],RHC,13,75
154,2,36.0,26.587141082,[ 3  1 11  3  4  4 13 17  4 12 15 17  6  3  5 12  4  8],RHC,14,75
155,4,36.0,26.592837218,[ 3  1 11  3  4  4 13 17  4 12 15 17  6  3  5 12  4  8],RHC,14,75
156,8,28.0,26.603526303,[ 3  1 11 14  4  4 13 17  4 12 15 17  6  3  5 12  4  8],RHC,14,75
157,16,24.0,26.623011465,[ 3  1 11 14 12  4 13 17  4 12 15 17  6  3  5 12  2  8],RHC,14,75
158,32,22.0,26.656687023,[14  1 11 14 12  4 13 17  4 12 15 17  6  3  5 12  2  8],RHC,14,75
159,64,16.0,26.727111388,[14  1 11  7  1  4 13 17  4 12 15  0  6  3  5 12  2  8],RHC,14,75
160,128,8.0,26.865343782,[14  1 11  7  2  4 13 17  4 12 15  0  6  3  5 12 16  9],RHC,14,75
161,256,6.0,27.136610153,[14  1 11  7  2  4 13 17  4 12 15  0  6  3  5  8 16  9],RHC,14,75
162,512,6.0,27.676543626,[14  1 11  7  2  4 13 17  4 12 15  0  6  3  5  8 16  9],RHC,14,75
163,1024,6.0,28.115677629999997,[14  1 11  7  2  4 13 17  4 12 15  0  6  3  5  8 16  9],RHC,14,75
164,2048,6.0,28.115677629999997,[14  1 11  7  2  4 13 17  4 12 15  0  6  3  5  8 16  9],RHC,14,75
165,2,30.0,28.137753446999998,[ 8  1  1  5  7 15 10 10 14  0  2  4  9 10  4  2 10  7],RHC,15,75
166,4,26.0,28.145852078999997,[ 8  1  1  5 15 15 10 10 14  0  2  4  9 10  4 11 10  7],RHC,15,75
167,8,26.0,28.155816962,[ 8  1  1  5 15 15 10 10 14  0  2  4  9 10  4 11 10  7],RHC,15,75
168,16,16.0,28.177088479000002,[ 8  1  3  5 15 15 10 10 14  0  2  4  9 12  4 11 10  7],RHC,15,75
169,32,16.0,28.212726374000002,[ 8  1  3  5 15 15 10 10 14  0  2  4  9 12  4 11 10  7],RHC,15,75
170,64,10.0,28.296628713,[17  1  3  5 15 15 10  6 14  0  2  4  9 12  4 11 16  7],RHC,15,75
171,128,8.0,28.439802775,[17  1  3  5 15 15 10  6 14  0  2  4  9 12 17 11 16  7],RHC,15,75
172,256,8.0,28.709404789999997,[17  1  3  5 15 15 10  6 14  0  2  4  9 12 17 11 16  7],RHC,15,75
173,512,6.0,29.244438511000002,[17 13  3  5 15 15 10  6 14  0  2  4  9 12 17 11 16  7],RHC,15,75
174,1024,6.0,30.338331684,[17 13  3  5 15 15 10  6 14  0  2  4  9 12 17 11 16  7],RHC,15,75
175,2048,6.0,30.338331684,[17 13  3  5 15 15 10  6 14  0  2  4  9 12 17 11 16  7],RHC,15,75
176,2,40.0,30.364480807000003,[ 9  8 13 16 11  9  6  2  3  8  4  2  9  7  5  8  3 15],RHC,16,75
177,4,34.0,30.37132035,[ 9 11 13 16 11  9  6  2  3  8  4  2  9  7  5  8  3 15],RHC,16,75
178,8,34.0,30.380586517999998,[ 9 11 13 16 11  9  6  2  3  8  4  2  9  7  5  8  3 15],RHC,16,75
179,16,30.0,30.400410003999998,[ 9 11 13 16 11  0  6  2  3  8  4  2  9  7  5  8  8 15],RHC,16,75
180,32,18.0,30.437596826999997,[ 9 11 13 16 11 17  6 10  3  8  4  2  9  7  5  1  8 15],RHC,16,75
181,64,16.0,30.505603097999998,[ 9 11 13 16 12 17  6 10  3  8  4  2  9  7  5  1  8 15],RHC,16,75
182,128,12.0,30.646037117000002,[ 9 11 13 16  0 17  6 10  3  8  4  2 14  7  5  1  8 15],RHC,16,75
183,256,6.0,30.934199744999997,[ 9 11 13 16  0 17  6 10  3 12 15  2 14  7  4  1  8 15],RHC,16,75
184,512,4.0,31.470957191999997,[ 9  5 13 16  0 17  6 10  3 12 15  2 14  7  4  1  8 15],RHC,16,75
185,1024,4.0,32.378458953000006,[ 9  5 13 16  0 17  6 10  3 12 15  2 14  7  4  1  8 15],RHC,16,75
186,2048,4.0,32.378458953000006,[ 9  5 13 16  0 17  6 10  3 12 15  2 14  7  4  1  8 15],RHC,16,75
187,2,32.0,32.403520611000005,[ 3  4 10  9  1 11  7  7  4 13  5  4 10 12 15  9  2 17],RHC,17,75
188,4,28.0,32.410349592,[ 3  4 10  1  1 11  7  7  4 13  5  4 10 12 15  9  2 17],RHC,17,75
189,8,20.0,32.423894804,[ 3  0 10  1  1 11  7  7  4 13  5 17  2 12 15  9  2 17],RHC,17,75
190,16,16.0,32.444565147000006,[ 3  8 10  1  1 14  7  7  4 13  5 17  2 12 15  9  2 17],RHC,17,75
191,32,14.0,32.481449565000005,[ 3  8 10  1  1 14  7  7  4 13  5 17 11 12 15  9  2 17],RHC,17,75
192,64,12.0,32.556619186999995,[ 3  8 10  1  1 14  7  9  4 13  5 17 11 12 15  9  2 17],RHC,17,75
193,128,10.0,32.708040319999995,[ 3  8 10  1  1 14  7  9  4 13  5 17 11 12 15  6  2 17],RHC,17,75
194,256,6.0,32.999416034999996,[ 3  8 10  1  1 14  0  9  4 13  5 17 11 12 15  6  2  7],RHC,17,75
195,512,4.0,33.53880594499999,[ 3  8 10  1 16 14  0  9  4 13  5 17 11 12 15  6  2  7],RHC,17,75
196,1024,4.0,34.139196842000004,[ 3  8 10  1 16 14  0  9  4 13  5 17 11 12 15  6  2  7],RHC,17,75
197,2048,4.0,34.139196842000004,[ 3  8 10  1 16 14  0  9  4 13  5 17 11 12 15  6  2  7],RHC,17,75
198,2,30.0,34.162617354999995,[14  1 17  9 13  9 12  3 16  8 12 16 13 16  0  2  4  4],RHC,18,75
199,4,26.0,34.169407828999994,[14  1 17  9 13  9 12  3 16  8 12 16 13 16  0  2  4 11],RHC,18,75
200,8,18.0,34.18303113899999,[14  1 17  9  1 10 12  3 16  8 12 16 13 16  0  2  4 11],RHC,18,75
201,16,16.0,34.204421247,[14  1 17  9  1 10 12  3 16  8 12 16 13  3  0  2  4 11],RHC,18,75
202,32,16.0,34.24475734399999,[14  1 17  9  1 10 12  3 16  8 12 16 13  3  0  2  4 11],RHC,18,75
203,64,16.0,34.338132935999994,[14  1 17  9  1 10 12  3 16  8 12 16 13  3  0  2  4 11],RHC,18,75
204,128,12.0,34.513157066999995,[14  1 17  9  7 10 12  3 16  8 12 16 13  3  0  6  4 11],RHC,18,75
205,256,8.0,34.810598795000004,[14  1 17  9  7 10 17  3 16  8 12  2 13  3  0  6  4 11],RHC,18,75
206,512,4.0,35.383083539,[14  1 17  9  7 10 17  3 16  8 12 15 13  5  0  6  4 11],RHC,18,75
207,1024,4.0,36.008766001,[14  1 17  9  7 10 17  3 16  8 12 15 13  5  0  6  4 11],RHC,18,75
208,2048,4.0,36.008766001,[14  1 17  9  7 10 17  3 16  8 12 15 13  5  0  6  4 11],RHC,18,75
209,2,46.0,36.030744842000004,[ 6 13  8  2 17 17  5  7  0  3  0 10  9 14  8  6 13  9],RHC,19,75
210,4,38.0,36.03766319099999,[ 6 13  8  2 17 17  5  7  0  3  0 10  9 14  8  1 13  9],RHC,19,75
211,8,34.0,36.048737794000004,[ 6 13  8  2 17 17  5  7  0  3 15 10  9 14  8  1 13  9],RHC,19,75
212,16,20.0,36.071573282,[ 6 10  8  2 17 17 14  7  0  3 15 16  9 14  1  1 13  9],RHC,19,75
213,32,20.0,36.10559078199999,[ 6 10  8  2 17 17 14  7  0  3 15 16  9 14  1  1 13  9],RHC,19,75
214,64,10.0,36.18017360499999,[ 6 10  8  2  5 17 14  7  0  3 15  6  9 11  4  1 13  9],RHC,19,75
215,128,6.0,36.325922734,[15 10  8  2  5 17 14  7  0  3 15  6  9 11  4  1 12  9],RHC,19,75
216,256,2.0,36.713784391999994,[15 10  8  2  5 17 14  7  0  3 13  6  9 11  4  1 12 16],RHC,19,75
217,512,2.0,37.357145855,[15 10  8  2  5 17 14  7  0  3 13  6  9 11  4  1 12 16],RHC,19,75
218,1024,2.0,37.746085045,[15 10  8  2  5 17 14  7  0  3 13  6  9 11  4  1 12 16],RHC,19,75
219,2048,2.0,37.746085045,[15 10  8  2  5 17 14  7  0  3 13  6  9 11  4  1 12 16],RHC,19,75
220,2,46.0,37.768795501,[12 14 14  1 10 12  4 16 16  5 16 16  3  6 10 12  1  2],RHC,20,75
221,4,44.0,37.777233968999994,[12 14 14  5 10 12  4 16 16  5 16 16  3  6 10 12  1  2],RHC,20,75
222,8,34.0,37.792650701,[12 14 14  5 10 12  4  6 16 11 16 16  3  6 10 12  1 15],RHC,20,75
223,16,30.0,37.816413438,[12 14 14  5 10 12  4  6 16 11  1 16  3  6 10 10  1 15],RHC,20,75
224,32,16.0,37.86075572,[12 14  2  5 10 12  4  6 17 11  1 16  3  6 10  3  0 15],RHC,20,75
225,64,14.0,37.93552033899999,[12 14  2  5 10 12  4  6 17 11  1 16 17  6 10  3  0 15],RHC,20,75
226,128,12.0,38.103345381,[12 14  2  5 10 12  4  6 17 11  1 16 13  6 10  3  0 15],RHC,20,75
