,Iteration,Fitness,Time,State,pop_size,keep_pct,Population Size,Keep Percent
101,4,1451.0,23.658233133995964,"[11. 18. 17. 17.  0. 12.  9. 10. 16. 18. 12.  8. 19. 12.  0. 19. 11.  5.
  0. 14. 17. 17.  9. 16. 19.  1.  3.  7. 14.  6. 12. 18. 15. 17. 13.]",400,0.75,400,0.75
102,8,1508.0,47.155840580002405,"[11. 15. 15. 18.  7. 17. 19. 13.  5. 12.  4.  8. 15. 19. 15. 17. 19.  5.
 15. 10. 18. 15.  4. 10. 14.  9. 19. 17. 19. 17.  8. 11.  4.  7. 17.]",400,0.75,400,0.75
103,16,1546.0,93.87794592099817,"[18. 19. 19. 18.  7. 16. 10. 13.  6. 13.  4.  4. 15. 14. 15. 18. 19. 11.
  3.  5. 11. 15.  5. 19. 17. 16.  9.  7. 15. 12. 12. 16. 17.  3. 17.]",400,0.75,400,0.75
104,32,1600.0,185.49483596700156,"[18. 19. 19. 18.  2. 16. 18.  5.  6. 19.  3.  1. 15. 18.  7. 15. 19. 10.
 15. 18.  7. 14.  0. 16. 17. 16. 19. 11. 15. 14. 12. 16. 15.  6. 17.]",400,0.75,400,0.75
105,64,1619.0,363.16255288400134,"[18. 19. 19. 18.  2. 16. 11.  8.  6. 19.  3.  3. 17. 16. 18. 15. 19.  9.
 11. 19. 13. 14.  3. 14. 17. 16. 10. 11. 19. 14.  4. 16. 11.  6. 18.]",400,0.75,400,0.75
106,128,1619.0,716.4073620859999,"[18. 19. 19. 18.  2. 16. 11.  8.  6. 19.  3.  3. 17. 16. 18. 15. 19.  9.
 11. 19. 13. 14.  3. 14. 17. 16. 10. 11. 19. 14.  4. 16. 11.  6. 18.]",400,0.75,400,0.75
107,256,1619.0,1422.4796407239992,"[18. 19. 19. 18.  2. 16. 11.  8.  6. 19.  3.  3. 17. 16. 18. 15. 19.  9.
 11. 19. 13. 14.  3. 14. 17. 16. 10. 11. 19. 14.  4. 16. 11.  6. 18.]",400,0.75,400,0.75
108,512,1619.0,2835.066290656003,"[18. 19. 19. 18.  2. 16. 11.  8.  6. 19.  3.  3. 17. 16. 18. 15. 19.  9.
 11. 19. 13. 14.  3. 14. 17. 16. 10. 11. 19. 14.  4. 16. 11.  6. 18.]",400,0.75,400,0.75
109,1024,1619.0,5653.501609487001,"[18. 19. 19. 18.  2. 16. 11.  8.  6. 19.  3.  3. 17. 16. 18. 15. 19.  9.
 11. 19. 13. 14.  3. 14. 17. 16. 10. 11. 19. 14.  4. 16. 11.  6. 18.]",400,0.75,400,0.75
110,2048,1619.0,5819.676739194001,"[18. 19. 19. 18.  2. 16. 11.  8.  6. 19.  3.  3. 17. 16. 18. 15. 19.  9.
 11. 19. 13. 14.  3. 14. 17. 16. 10. 11. 19. 14.  4. 16. 11.  6. 18.]",400,0.75,400,0.75
111,4096,1619.0,5819.676739194001,"[18. 19. 19. 18.  2. 16. 11.  8.  6. 19.  3.  3. 17. 16. 18. 15. 19.  9.
 11. 19. 13. 14.  3. 14. 17. 16. 10. 11. 19. 14.  4. 16. 11.  6. 18.]",400,0.75,400,0.75
112,0,945.0,0.19083903900173027,"[ 7  9  1 19  8  0 17 18  4 11 18 11  2 18  7  7 16 11  5 11  2  6 19 12
 17  4  4  4 13  4  2  0 14  2  2]",500,0.1,500,0.1
113,1,1465.0,6.022472889002529,"[10. 11. 18. 19.  0.  9. 16. 19. 12. 13.  6. 19. 11.  9. 17. 18. 19. 10.
  8.  9. 17. 13.  2. 13.  1. 19.  6.  5. 17.  9.  6. 15. 19. 15. 19.]",500,0.1,500,0.1
114,2,1475.0,11.775622697001381,"[14. 19. 11. 19.  2.  3. 16. 14. 11. 19. 10.  9. 14. 17. 10. 15.  9.  2.
 13. 17. 10. 12. 16.  8.  9. 12.  6.  6. 18. 19.  6. 15. 17. 16. 18.]",500,0.1,500,0.1
115,4,1526.0,23.21549966600287,"[16. 14. 17. 19.  8. 18. 19.  3.  4. 11. 15.  0. 18.  5.  7. 18. 17.  4.
 11. 17. 17.  9.  0.  7. 17. 19. 18.  7. 15. 16. 14. 19. 17. 11. 17.]",500,0.1,500,0.1
116,8,1557.0,45.53707674600446,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
117,16,1557.0,89.59358034800243,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
118,32,1557.0,177.27157308900496,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
119,64,1557.0,352.5177582719989,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
120,128,1557.0,707.2890232230056,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
121,256,1557.0,1414.2328865710006,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
122,512,1557.0,2829.2105117419997,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
123,1024,1557.0,5544.822057299003,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
124,2048,1557.0,5544.822057299003,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
125,4096,1557.0,5544.822057299003,"[16. 18. 17. 19. 15. 11. 11. 12.  9.  8.  1.  0. 18.  7. 13. 18. 19.  6.
 12. 17. 16.  9.  2. 18. 19. 13.  8.  5. 18. 16. 10. 17. 13. 11. 16.]",500,0.1,500,0.1
126,0,912.0,0.18581224500667304,"[15  9 17  0  6  8  1  9 12  3 17  4 14 15  4 16 16  3  2  9  9  2  1 11
 14  8  2 12  4  0  1  0  5  5 18]",500,0.25,500,0.25
127,1,1449.0,6.023517228997662,"[13. 19. 16. 19. 10.  3. 17. 11. 15. 14.  3.  5. 18. 15.  6. 15.  5.  7.
  3. 18. 13.  9. 18.  7.  6.  7. 16.  5.  4. 17.  8. 19. 12. 19. 18.]",500,0.25,500,0.25
128,2,1545.0,11.835037843004102,"[19. 15. 18. 17. 12. 11. 11. 10.  2. 19.  6.  2. 16. 17. 19. 19. 14.  1.
  3. 18. 16. 17.  3. 14.  7. 15. 13.  6.  1. 18. 10. 14. 12.  8. 18.]",500,0.25,500,0.25
129,4,1545.0,23.51557667099405,"[19. 15. 18. 17. 12. 11. 11. 10.  2. 19.  6.  2. 16. 17. 19. 19. 14.  1.
  3. 18. 16. 17.  3. 14.  7. 15. 13.  6.  1. 18. 10. 14. 12.  8. 18.]",500,0.25,500,0.25
130,8,1606.0,46.36428013299883,"[19. 15. 19. 17.  5.  6. 19. 10.  4. 19.  6.  2. 12. 15. 18. 19. 19.  1.
 16. 17. 15. 17.  1.  9. 16. 16. 16.  8. 18. 15. 10. 12. 12. 11. 18.]",500,0.25,500,0.25
131,16,1660.0,91.12629352300428,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
132,32,1660.0,179.03398176199698,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
133,64,1660.0,358.7580593640014,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
134,128,1660.0,711.5597388949973,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
135,256,1660.0,1419.2158787990047,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
136,512,1660.0,2839.9302622499963,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
137,1024,1660.0,7453.657413203997,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
138,2048,1660.0,7453.657413203997,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
139,4096,1660.0,7453.657413203997,"[19. 16. 19. 17.  5.  3. 19.  2.  0. 16.  3.  2. 18. 18. 19. 19. 17.  1.
  9. 17. 19. 13.  0. 10. 17. 13. 19. 11. 19. 17. 16. 15. 19. 15. 19.]",500,0.25,500,0.25
140,0,1088.0,0.42943124400335364,"[ 0  3 12  4 19  4 10  1 17  6  1  7 16 11  0  7 12 13  5 14 13 18 14 19
  1  0 18 14 13  9  1  5 14 13 16]",500,0.5,500,0.5
141,1,1385.0,12.856060681995586,"[14.  4. 17. 12. 14.  6. 17.  0.  6. 14. 12.  8.  4.  6. 15. 19. 15. 14.
  8. 11. 15. 19.  1. 17. 19. 11. 16.  2.  6.  1. 19. 18. 17.  4. 14.]",500,0.5,500,0.5
142,2,1434.0,24.907714522996685,"[15. 18. 19. 18. 14. 15. 14. 12.  2. 14.  2. 18.  9. 19. 14.  1. 19. 15.
  8. 10. 11. 10.  2. 18. 16. 15.  1.  3. 13. 15. 15.  8. 17.  4. 17.]",500,0.5,500,0.5
143,4,1513.0,48.999645374991815,"[15. 16. 16. 15.  7.  3. 18.  2.  5.  3. 12.  6. 16.  9. 19. 13. 18.  8.
 12. 14. 19. 12.  5. 13. 12. 16. 18. 15. 19. 19.  3. 17. 19.  8. 15.]",500,0.5,500,0.5
144,8,1541.0,95.78180037799757,"[15. 18. 17. 19.  8. 11.  7.  5.  8. 19.  5.  8. 15. 18. 14. 19. 14. 12.
 12. 17. 17. 14.  1. 13. 16. 10. 11.  0.  5.  9.  4. 13. 19.  9. 16.]",500,0.5,500,0.5
145,16,1595.0,185.0396737580013,"[ 9. 19. 15. 19.  8. 13. 16.  5.  0. 19.  9.  0. 15. 19. 19. 18. 17. 12.
 10. 12. 17. 17.  7. 11. 16. 18.  4. 19. 14. 15.  6. 19. 14.  5. 16.]",500,0.5,500,0.5
146,32,1660.0,351.45374663399707,"[17. 19. 18. 19.  8. 13. 19.  5.  1. 19.  1.  3. 15. 19. 19. 18. 19. 12.
  4. 19. 17. 14.  3.  5. 16.  0. 13.  0. 13. 17.  7. 19. 19. 12. 16.]",500,0.5,500,0.5
147,64,1661.0,659.5387343589973,"[17. 19. 18. 19.  8. 13. 19.  5.  0. 19.  1.  3. 15. 19. 19. 18. 19. 12.
 12. 19. 11. 14.  3.  5. 16.  0. 13. 19. 13. 17.  4. 19. 19.  9. 17.]",500,0.5,500,0.5
148,128,1661.0,1261.0751213009935,"[17. 19. 18. 19.  8. 13. 19.  5.  0. 19.  1.  3. 15. 19. 19. 18. 19. 12.
 12. 19. 11. 14.  3.  5. 16.  0. 13. 19. 13. 17.  4. 19. 19.  9. 17.]",500,0.5,500,0.5
149,256,1661.0,2491.887508172993,"[17. 19. 18. 19.  8. 13. 19.  5.  0. 19.  1.  3. 15. 19. 19. 18. 19. 12.
 12. 19. 11. 14.  3.  5. 16.  0. 13. 19. 13. 17.  4. 19. 19.  9. 17.]",500,0.5,500,0.5
150,512,1661.0,5291.214838935994,"[17. 19. 18. 19.  8. 13. 19.  5.  0. 19.  1.  3. 15. 19. 19. 18. 19. 12.
 12. 19. 11. 14.  3.  5. 16.  0. 13. 19. 13. 17.  4. 19. 19.  9. 17.]",500,0.5,500,0.5
151,1024,1661.0,10528.637792711,"[17. 19. 18. 19.  8. 13. 19.  5.  0. 19.  1.  3. 15. 19. 19. 18. 19. 12.
 12. 19. 11. 14.  3.  5. 16.  0. 13. 19. 13. 17.  4. 19. 19.  9. 17.]",500,0.5,500,0.5
152,2048,1661.0,10598.87880399199,"[17. 19. 18. 19.  8. 13. 19.  5.  0. 19.  1.  3. 15. 19. 19. 18. 19. 12.
 12. 19. 11. 14.  3.  5. 16.  0. 13. 19. 13. 17.  4. 19. 19.  9. 17.]",500,0.5,500,0.5
153,4096,1661.0,10598.87880399199,"[17. 19. 18. 19.  8. 13. 19.  5.  0. 19.  1.  3. 15. 19. 19. 18. 19. 12.
 12. 19. 11. 14.  3.  5. 16.  0. 13. 19. 13. 17.  4. 19. 19.  9. 17.]",500,0.5,500,0.5
154,0,912.0,0.3092034880100982,"[14  6 10 10  3  0 10 16  7 18  6 11  7  3  2 11 11  3  8  7  8  1 14  9
 11  5  2  1 11  2  1 16 11  8  4]",500,0.75,500,0.75
155,1,1400.0,8.841945933003444,"[18. 17. 14. 15.  8. 10. 11. 16.  1. 18. 11. 12. 13.  9.  2. 19. 17.  6.
 10. 18.  8. 14. 16. 18. 14. 16. 10. 10. 16. 19. 12.  9.  5. 16. 10.]",500,0.75,500,0.75
156,2,1425.0,17.46998090100533,"[16. 17. 19. 17. 11.  9. 15.  8.  1. 17. 13. 18. 17. 15. 10.  6. 19. 16.
 10. 11. 19.  1. 13.  4.  8.  8.  3. 13. 14. 19. 10. 18. 10.  5. 11.]",500,0.75,500,0.75
157,4,1431.0,34.30123668900342,"[11. 18. 14. 18.  3. 14. 10. 18.  4. 13. 17.  5. 18. 13. 10. 19. 10. 16.
  0. 15.  8. 17. 14.  7.  0.  9.  0. 18. 18. 18. 19. 19. 14. 13. 15.]",500,0.75,500,0.75
158,8,1473.0,68.36470178500167,"[13. 13. 16. 17.  6. 14. 17.  5. 14. 17.  0.  5. 17. 13. 10. 15. 13.  8.
  7. 15.  8. 18.  7.  5. 14.  5. 19. 19. 14. 18.  5. 15. 19. 13. 11.]",500,0.75,500,0.75
159,16,1523.0,136.18748057700577,"[10. 19. 19. 17.  2.  9. 13.  6.  3. 16.  0.  4. 17. 17. 10. 19. 19. 13.
  9. 11. 19.  9.  4. 18.  8.  0.  4. 13. 14. 18.  2. 18. 19. 19. 17.]",500,0.75,500,0.75
160,32,1589.0,270.94993039801193,"[19. 19. 14. 17. 12. 11. 18.  0. 17. 18.  2.  5. 17. 17. 13. 18. 18.  5.
  9. 19. 16.  7.  2.  1. 14. 12.  0.  7. 16. 18. 18. 17. 18.  9. 17.]",500,0.75,500,0.75
161,64,1613.0,524.2366934559977,"[19. 19. 19. 17.  2. 15. 18.  0. 17. 18.  2.  0. 17. 17. 13. 18. 19.  8.
  9. 19. 16. 16.  0.  1.  7. 12. 14.  7. 16. 16. 18. 16. 18.  7. 13.]",500,0.75,500,0.75
162,128,1613.0,1028.8248678600066,"[19. 19. 19. 17.  2. 15. 18.  0. 17. 18.  2.  0. 17. 17. 13. 18. 19.  8.
  9. 19. 16. 16.  0.  1.  7. 12. 14.  7. 16. 16. 18. 16. 18.  7. 13.]",500,0.75,500,0.75
163,256,1613.0,2043.6668944260018,"[19. 19. 19. 17.  2. 15. 18.  0. 17. 18.  2.  0. 17. 17. 13. 18. 19.  8.
  9. 19. 16. 16.  0.  1.  7. 12. 14.  7. 16. 16. 18. 16. 18.  7. 13.]",500,0.75,500,0.75
164,512,1613.0,4100.595984906002,"[19. 19. 19. 17.  2. 15. 18.  0. 17. 18.  2.  0. 17. 17. 13. 18. 19.  8.
  9. 19. 16. 16.  0.  1.  7. 12. 14.  7. 16. 16. 18. 16. 18.  7. 13.]",500,0.75,500,0.75
165,1024,1613.0,9745.994220477005,"[19. 19. 19. 17.  2. 15. 18.  0. 17. 18.  2.  0. 17. 17. 13. 18. 19.  8.
  9. 19. 16. 16.  0.  1.  7. 12. 14.  7. 16. 16. 18. 16. 18.  7. 13.]",500,0.75,500,0.75
166,2048,1613.0,9918.424420809999,"[19. 19. 19. 17.  2. 15. 18.  0. 17. 18.  2.  0. 17. 17. 13. 18. 19.  8.
  9. 19. 16. 16.  0.  1.  7. 12. 14.  7. 16. 16. 18. 16. 18.  7. 13.]",500,0.75,500,0.75
167,4096,1613.0,9918.424420809999,"[19. 19. 19. 17.  2. 15. 18.  0. 17. 18.  2.  0. 17. 17. 13. 18. 19.  8.
  9. 19. 16. 16.  0.  1.  7. 12. 14.  7. 16. 16. 18. 16. 18.  7. 13.]",500,0.75,500,0.75
